sample,total_count,population,count,percentage
sample02050,95682.0,monocyte,16532.0,17.2781
sample02050,95682.0,nk_cell,18406.0,19.2366
sample02051,93580.0,b_cell,10056.0,10.7459
sample02051,93580.0,cd4_t_cell,32834.0,35.0866
sample02051,93580.0,cd8_t_cell,16866.0,18.0231
sample02051,93580.0,monocyte,19184.0,20.5001
sample02051,93580.0,nk_cell,14640.0,15.6444
sample02052,96364.0,b_cell,9936.0,10.3109
sample02052,96364.0,cd4_t_cell,30198.0,31.3374
sample02052,96364.0,cd8_t_cell,24100.0,25.0093
sample02052,96364.0,monocyte,20487.0,21.26
sample02052,96364.0,nk_cell,11643.0,12.0823
sample02053,94160.0,b_cell,10503.0,11.1544
sample02053,94160.0,cd4_t_cell,21918.0,23.2774
sample02053,94160.0,cd8_t_cell,21051.0,22.3566
sample02053,94160.0,monocyte,28158.0,29.9044
sample02053,94160.0,nk_cell,12530.0,13.3071
sample02054,88747.0,b_cell,11035.0,12.4342
sample02054,88747.0,cd4_t_cell,22479.0,25.3293
sample02054,88747.0,cd8_t_cell,23435.0,26.4065
sample02054,88747.0,monocyte,18757.0,21.1354
sample02054,88747.0,nk_cell,13041.0,14.6946
sample02055,108273.0,b_cell,13001.0,12.0076
sample02055,108273.0,cd4_t_cell,30387.0,28.0652
sample02055,108273.0,cd8_t_cell,32854.0,30.3437
sample02055,108273.0,monocyte,15051.0,13.901
sample02055,108273.0,nk_cell,16980.0,15.6826
sample02056,102357.0,b_cell,11713.0,11.4433
sample02056,102357.0,cd4_t_cell,27573.0,26.9381
sample02056,102357.0,cd8_t_cell,26738.0,26.1223
sample02056,102357.0,monocyte,16890.0,16.5011
sample02056,102357.0,nk_cell,19443.0,18.9953
sample02057,100927.0,b_cell,10969.0,10.8683
sample02057,100927.0,cd4_t_cell,22304.0,22.0991
sample02057,100927.0,cd8_t_cell,18279.0,18.1111
sample02057,100927.0,monocyte,32177.0,31.8815
sample02057,100927.0,nk_cell,17198.0,17.04
sample02058,112126.0,b_cell,9236.0,8.2372
sample02058,112126.0,cd4_t_cell,33356.0,29.7487
sample02058,112126.0,cd8_t_cell,27995.0,24.9674
sample02058,112126.0,monocyte,22524.0,20.0881
sample02058,112126.0,nk_cell,19015.0,16.9586
sample02059,102899.0,b_cell,7627.0,7.4121
sample02059,102899.0,cd4_t_cell,35784.0,34.7758
sample02059,102899.0,cd8_t_cell,21969.0,21.3501
sample02059,102899.0,monocyte,19511.0,18.9613
sample02059,102899.0,nk_cell,18008.0,17.5007
sample02060,105612.0,b_cell,6105.0,5.7806
sample02060,105612.0,cd4_t_cell,27300.0,25.8493
sample02060,105612.0,cd8_t_cell,31491.0,29.8176
sample02060,105612.0,monocyte,22021.0,20.8509
sample02060,105612.0,nk_cell,18695.0,17.7016
sample02061,90973.0,b_cell,12962.0,14.2482
sample02061,90973.0,cd4_t_cell,22703.0,24.9558
sample02061,90973.0,cd8_t_cell,21021.0,23.1069
sample02061,90973.0,monocyte,23102.0,25.3943
sample02061,90973.0,nk_cell,11185.0,12.2949
sample02062,84530.0,b_cell,7753.0,9.1719
sample02062,84530.0,cd4_t_cell,21239.0,25.126
sample02062,84530.0,cd8_t_cell,22480.0,26.5941
sample02062,84530.0,monocyte,15640.0,18.5023
sample02062,84530.0,nk_cell,17418.0,20.6057
sample02063,102881.0,b_cell,9621.0,9.3516
sample02063,102881.0,cd4_t_cell,36210.0,35.196
sample02063,102881.0,cd8_t_cell,20440.0,19.8676
sample02063,102881.0,monocyte,20322.0,19.7529
sample02063,102881.0,nk_cell,16288.0,15.8319
sample02064,99458.0,b_cell,11937.0,12.0021
sample02064,99458.0,cd4_t_cell,32780.0,32.9586
sample02064,99458.0,cd8_t_cell,14622.0,14.7017
sample02064,99458.0,monocyte,22029.0,22.149
sample02064,99458.0,nk_cell,18090.0,18.1886
sample02065,102584.0,b_cell,8331.0,8.1211
sample02065,102584.0,cd4_t_cell,36938.0,36.0076
sample02065,102584.0,cd8_t_cell,20035.0,19.5303
sample02065,102584.0,monocyte,25263.0,24.6266
sample02065,102584.0,nk_cell,12017.0,11.7143
sample02066,102644.0,b_cell,11346.0,11.0537
sample02066,102644.0,cd4_t_cell,32685.0,31.8431
sample02066,102644.0,cd8_t_cell,24005.0,23.3867
sample02066,102644.0,monocyte,21321.0,20.7718
sample02066,102644.0,nk_cell,13287.0,12.9447
sample02067,106049.0,b_cell,11638.0,10.9742
sample02067,106049.0,cd4_t_cell,28518.0,26.8913
sample02067,106049.0,cd8_t_cell,26020.0,24.5358
sample02067,106049.0,monocyte,23573.0,22.2284
sample02067,106049.0,nk_cell,16300.0,15.3703
sample02068,93322.0,b_cell,11262.0,12.0679
sample02068,93322.0,cd4_t_cell,23243.0,24.9062
sample02068,93322.0,cd8_t_cell,21880.0,23.4457
sample02068,93322.0,monocyte,18790.0,20.1346
sample02068,93322.0,nk_cell,18147.0,19.4456
sample02069,108544.0,b_cell,16819.0,15.4951
sample02069,108544.0,cd4_t_cell,31840.0,29.3337
sample02069,108544.0,cd8_t_cell,24729.0,22.7825
sample02069,108544.0,monocyte,20500.0,18.8864
sample02069,108544.0,nk_cell,14656.0,13.5024
sample02070,102641.0,b_cell,7495.0,7.3022
sample02070,102641.0,cd4_t_cell,34828.0,33.9319
sample02070,102641.0,cd8_t_cell,20149.0,19.6306
sample02070,102641.0,monocyte,18522.0,18.0454
sample02070,102641.0,nk_cell,21647.0,21.09
sample02071,102381.0,b_cell,9128.0,8.9157
sample02071,102381.0,cd4_t_cell,35793.0,34.9606
sample02071,102381.0,cd8_t_cell,28907.0,28.2347
sample02071,102381.0,monocyte,15241.0,14.8866
sample02071,102381.0,nk_cell,13312.0,13.0024
sample02072,100676.0,b_cell,10355.0,10.2855
sample02072,100676.0,cd4_t_cell,33649.0,33.4231
sample02072,100676.0,cd8_t_cell,25826.0,25.6526
sample02072,100676.0,monocyte,18180.0,18.0579
sample02072,100676.0,nk_cell,12666.0,12.581
sample02073,100811.0,b_cell,9565.0,9.4881
sample02073,100811.0,cd4_t_cell,21617.0,21.4431
sample02073,100811.0,cd8_t_cell,33922.0,33.6491
sample02073,100811.0,monocyte,20495.0,20.3301
sample02073,100811.0,nk_cell,15212.0,15.0896
sample02074,93162.0,b_cell,8368.0,8.9822
sample02074,93162.0,cd4_t_cell,21138.0,22.6895
sample02074,93162.0,cd8_t_cell,30461.0,32.6968
sample02074,93162.0,monocyte,18405.0,19.7559
sample02074,93162.0,nk_cell,14790.0,15.8756
sample02075,105747.0,b_cell,7117.0,6.7302
sample02075,105747.0,cd4_t_cell,33179.0,31.3758
sample02075,105747.0,cd8_t_cell,27714.0,26.2078
sample02075,105747.0,monocyte,25671.0,24.2759
sample02075,105747.0,nk_cell,12066.0,11.4103
sample02076,91803.0,b_cell,7696.0,8.3832
sample02076,91803.0,cd4_t_cell,33416.0,36.3997
sample02076,91803.0,cd8_t_cell,30509.0,33.2331
sample02076,91803.0,monocyte,11235.0,12.2382
sample02076,91803.0,nk_cell,8947.0,9.7459
sample02077,100446.0,b_cell,9303.0,9.2617
sample02077,100446.0,cd4_t_cell,34592.0,34.4384
sample02077,100446.0,cd8_t_cell,23727.0,23.6216
sample02077,100446.0,monocyte,17054.0,16.9783
sample02077,100446.0,nk_cell,15770.0,15.7
sample02078,108840.0,b_cell,15981.0,14.683
sample02078,108840.0,cd4_t_cell,29120.0,26.7549
sample02078,108840.0,cd8_t_cell,31481.0,28.9241
sample02078,108840.0,monocyte,17607.0,16.177
sample02078,108840.0,nk_cell,14651.0,13.461
sample02079,94104.0,b_cell,10479.0,11.1356
sample02079,94104.0,cd4_t_cell,20425.0,21.7047
sample02079,94104.0,cd8_t_cell,28657.0,30.4525
sample02079,94104.0,monocyte,21678.0,23.0362
sample02079,94104.0,nk_cell,12865.0,13.671
sample02080,105463.0,b_cell,7406.0,7.0224
sample02080,105463.0,cd4_t_cell,33347.0,31.6196
sample02080,105463.0,cd8_t_cell,32118.0,30.4543
sample02080,105463.0,monocyte,22815.0,21.6332
sample02080,105463.0,nk_cell,9777.0,9.2705
sample02081,110552.0,b_cell,11804.0,10.6773
sample02081,110552.0,cd4_t_cell,35594.0,32.1966
sample02081,110552.0,cd8_t_cell,25384.0,22.9611
sample02081,110552.0,monocyte,22210.0,20.0901
sample02081,110552.0,nk_cell,15560.0,14.0748
sample02082,89086.0,b_cell,6145.0,6.8978
sample02082,89086.0,cd4_t_cell,24902.0,27.9528
sample02082,89086.0,cd8_t_cell,24439.0,27.433
sample02082,89086.0,monocyte,21389.0,24.0094
sample02082,89086.0,nk_cell,12211.0,13.707
sample02083,102046.0,b_cell,10558.0,10.3463
sample02083,102046.0,cd4_t_cell,31849.0,31.2104
sample02083,102046.0,cd8_t_cell,24734.0,24.2381
sample02083,102046.0,monocyte,24332.0,23.8441
sample02083,102046.0,nk_cell,10573.0,10.361
sample02084,92954.0,b_cell,12329.0,13.2635
sample02084,92954.0,cd4_t_cell,26371.0,28.3699
sample02084,92954.0,cd8_t_cell,22409.0,24.1076
sample02084,92954.0,monocyte,13977.0,15.0365
sample02084,92954.0,nk_cell,17868.0,19.2224
sample02085,90232.0,b_cell,9783.0,10.8421
sample02085,90232.0,cd4_t_cell,25253.0,27.9867
sample02085,90232.0,cd8_t_cell,23709.0,26.2756
sample02085,90232.0,monocyte,19343.0,21.437
sample02085,90232.0,nk_cell,12144.0,13.4586
sample02086,103682.0,b_cell,11990.0,11.5642
sample02086,103682.0,cd4_t_cell,31693.0,30.5675
sample02086,103682.0,cd8_t_cell,26966.0,26.0084
sample02086,103682.0,monocyte,17200.0,16.5892
sample02086,103682.0,nk_cell,15833.0,15.2707
sample02087,96342.0,b_cell,9081.0,9.4258
sample02087,96342.0,cd4_t_cell,27350.0,28.3884
sample02087,96342.0,cd8_t_cell,23786.0,24.6891
sample02087,96342.0,monocyte,21973.0,22.8073
sample02087,96342.0,nk_cell,14152.0,14.6893
sample02088,106511.0,b_cell,15501.0,14.5534
sample02088,106511.0,cd4_t_cell,41719.0,39.1687
sample02088,106511.0,cd8_t_cell,17309.0,16.2509
sample02088,106511.0,monocyte,18906.0,17.7503
sample02088,106511.0,nk_cell,13076.0,12.2767
sample02089,106211.0,b_cell,11767.0,11.0789
sample02089,106211.0,cd4_t_cell,38050.0,35.8249
sample02089,106211.0,cd8_t_cell,21482.0,20.2258
sample02089,106211.0,monocyte,16173.0,15.2272
sample02089,106211.0,nk_cell,18739.0,17.6432
sample02090,97589.0,b_cell,9555.0,9.7911
sample02090,97589.0,cd4_t_cell,28634.0,29.3414
sample02090,97589.0,cd8_t_cell,22015.0,22.5589
sample02090,97589.0,monocyte,21747.0,22.2843
sample02090,97589.0,nk_cell,15638.0,16.0243
sample02091,106737.0,b_cell,8717.0,8.1668
sample02091,106737.0,cd4_t_cell,27976.0,26.2102
sample02091,106737.0,cd8_t_cell,27168.0,25.4532
sample02091,106737.0,monocyte,27273.0,25.5516
sample02091,106737.0,nk_cell,15603.0,14.6182
sample02092,101709.0,b_cell,6857.0,6.7418
sample02092,101709.0,cd4_t_cell,40691.0,40.0073
sample02092,101709.0,cd8_t_cell,27590.0,27.1264
sample02092,101709.0,monocyte,19140.0,18.8184
sample02092,101709.0,nk_cell,7431.0,7.3061
sample02093,103976.0,b_cell,12072.0,11.6104
sample02093,103976.0,cd4_t_cell,40928.0,39.3629
sample02093,103976.0,cd8_t_cell,20298.0,19.5218
sample02093,103976.0,monocyte,20133.0,19.3631
sample02093,103976.0,nk_cell,10545.0,10.1418
sample02094,99446.0,b_cell,8811.0,8.8601
sample02094,99446.0,cd4_t_cell,28486.0,28.6447
sample02094,99446.0,cd8_t_cell,22889.0,23.0165
sample02094,99446.0,monocyte,22940.0,23.0678
sample02094,99446.0,nk_cell,16320.0,16.4109
sample02095,92016.0,b_cell,12164.0,13.2194
sample02095,92016.0,cd4_t_cell,32359.0,35.1667
sample02095,92016.0,cd8_t_cell,23036.0,25.0348
sample02095,92016.0,monocyte,13104.0,14.241
sample02095,92016.0,nk_cell,11353.0,12.3381
sample02096,100560.0,b_cell,6567.0,6.5304
sample02096,100560.0,cd4_t_cell,32447.0,32.2663
sample02096,100560.0,cd8_t_cell,29154.0,28.9916
sample02096,100560.0,monocyte,15918.0,15.8294
sample02096,100560.0,nk_cell,16474.0,16.3823
sample02097,97765.0,b_cell,11061.0,11.3139
sample02097,97765.0,cd4_t_cell,29268.0,29.9371
sample02097,97765.0,cd8_t_cell,19711.0,20.1616
sample02097,97765.0,monocyte,17149.0,17.541
sample02097,97765.0,nk_cell,20576.0,21.0464
sample02098,97047.0,b_cell,10905.0,11.2368
sample02098,97047.0,cd4_t_cell,22524.0,23.2094
sample02098,97047.0,cd8_t_cell,19248.0,19.8337
sample02098,97047.0,monocyte,23454.0,24.1677
sample02098,97047.0,nk_cell,20916.0,21.5524
sample02099,106300.0,b_cell,11475.0,10.7949
sample02099,106300.0,cd4_t_cell,26906.0,25.3114
sample02099,106300.0,cd8_t_cell,33557.0,31.5682
sample02099,106300.0,monocyte,19785.0,18.6124
sample02099,106300.0,nk_cell,14577.0,13.7131
sample02100,100640.0,b_cell,8529.0,8.4748
sample02100,100640.0,cd4_t_cell,29667.0,29.4783
sample02100,100640.0,cd8_t_cell,24541.0,24.3849
sample02100,100640.0,monocyte,25248.0,25.0874
sample02100,100640.0,nk_cell,12655.0,12.5745
sample02101,104309.0,b_cell,8390.0,8.0434
sample02101,104309.0,cd4_t_cell,37042.0,35.5118
sample02101,104309.0,cd8_t_cell,30990.0,29.7098
sample02101,104309.0,monocyte,19240.0,18.4452
sample02101,104309.0,nk_cell,8647.0,8.2898
sample02102,97766.0,b_cell,10309.0,10.5446
sample02102,97766.0,cd4_t_cell,30170.0,30.8594
sample02102,97766.0,cd8_t_cell,23787.0,24.3305
sample02102,97766.0,monocyte,20238.0,20.7004
sample02102,97766.0,nk_cell,13262.0,13.565
sample02103,108857.0,b_cell,6264.0,5.7543
sample02103,108857.0,cd4_t_cell,27869.0,25.6015
sample02103,108857.0,cd8_t_cell,26533.0,24.3742
sample02103,108857.0,monocyte,29490.0,27.0906
sample02103,108857.0,nk_cell,18701.0,17.1794
sample02104,91490.0,b_cell,9871.0,10.7892
sample02104,91490.0,cd4_t_cell,29139.0,31.8494
sample02104,91490.0,cd8_t_cell,21307.0,23.2889
sample02104,91490.0,monocyte,17056.0,18.6425
sample02104,91490.0,nk_cell,14117.0,15.4301
sample02105,102546.0,b_cell,9324.0,9.0925
sample02105,102546.0,cd4_t_cell,31957.0,31.1636
sample02105,102546.0,cd8_t_cell,30491.0,29.734
sample02105,102546.0,monocyte,17103.0,16.6784
sample02105,102546.0,nk_cell,13671.0,13.3316
sample02106,95608.0,b_cell,11736.0,12.2751
sample02106,95608.0,cd4_t_cell,27516.0,28.78
sample02106,95608.0,cd8_t_cell,23397.0,24.4718
sample02106,95608.0,monocyte,19580.0,20.4795
sample02106,95608.0,nk_cell,13379.0,13.9936
sample02107,104806.0,b_cell,7559.0,7.2124
sample02107,104806.0,cd4_t_cell,32520.0,31.0288
sample02107,104806.0,cd8_t_cell,26875.0,25.6426
sample02107,104806.0,monocyte,20642.0,19.6954
sample02107,104806.0,nk_cell,17210.0,16.4208
sample02108,104572.0,b_cell,6229.0,5.9567
sample02108,104572.0,cd4_t_cell,33957.0,32.4724
sample02108,104572.0,cd8_t_cell,27512.0,26.3091
sample02108,104572.0,monocyte,23206.0,22.1914
sample02108,104572.0,nk_cell,13668.0,13.0704
sample02109,104432.0,b_cell,9198.0,8.8076
sample02109,104432.0,cd4_t_cell,41167.0,39.4199
sample02109,104432.0,cd8_t_cell,24213.0,23.1854
sample02109,104432.0,monocyte,18638.0,17.847
sample02109,104432.0,nk_cell,11216.0,10.74
sample02110,89935.0,b_cell,13040.0,14.4994
sample02110,89935.0,cd4_t_cell,21240.0,23.6171
sample02110,89935.0,cd8_t_cell,18469.0,20.5359
sample02110,89935.0,monocyte,20644.0,22.9544
sample02110,89935.0,nk_cell,16542.0,18.3933
sample02111,109056.0,b_cell,9425.0,8.6423
sample02111,109056.0,cd4_t_cell,25866.0,23.7181
sample02111,109056.0,cd8_t_cell,38950.0,35.7156
sample02111,109056.0,monocyte,22797.0,20.9039
sample02111,109056.0,nk_cell,12018.0,11.02
sample02112,92302.0,b_cell,5420.0,5.872
sample02112,92302.0,cd4_t_cell,28967.0,31.3829
sample02112,92302.0,cd8_t_cell,27634.0,29.9387
sample02112,92302.0,monocyte,19258.0,20.8641
sample02112,92302.0,nk_cell,11023.0,11.9423
sample02113,96430.0,b_cell,5413.0,5.6134
sample02113,96430.0,cd4_t_cell,23483.0,24.3524
sample02113,96430.0,cd8_t_cell,27397.0,28.4113
sample02113,96430.0,monocyte,21748.0,22.5531
sample02113,96430.0,nk_cell,18389.0,19.0698
sample02114,95224.0,b_cell,7462.0,7.8363
sample02114,95224.0,cd4_t_cell,29348.0,30.82
sample02114,95224.0,cd8_t_cell,20948.0,21.9987
sample02114,95224.0,monocyte,23959.0,25.1607
sample02114,95224.0,nk_cell,13507.0,14.1844
sample02115,102404.0,b_cell,7734.0,7.5524
sample02115,102404.0,cd4_t_cell,37631.0,36.7476
sample02115,102404.0,cd8_t_cell,15156.0,14.8002
sample02115,102404.0,monocyte,29347.0,28.6581
sample02115,102404.0,nk_cell,12536.0,12.2417
sample02116,93414.0,b_cell,8506.0,9.1057
sample02116,93414.0,cd4_t_cell,32429.0,34.7154
sample02116,93414.0,cd8_t_cell,23789.0,25.4662
sample02116,93414.0,monocyte,15037.0,16.0972
sample02116,93414.0,nk_cell,13653.0,14.6156
sample02117,100822.0,b_cell,6129.0,6.079
sample02117,100822.0,cd4_t_cell,29112.0,28.8747
sample02117,100822.0,cd8_t_cell,20937.0,20.7663
sample02117,100822.0,monocyte,23649.0,23.4562
sample02117,100822.0,nk_cell,20995.0,20.8238
sample02118,97917.0,b_cell,10112.0,10.3271
sample02118,97917.0,cd4_t_cell,29780.0,30.4135
sample02118,97917.0,cd8_t_cell,23110.0,23.6016
sample02118,97917.0,monocyte,17452.0,17.8233
sample02118,97917.0,nk_cell,17463.0,17.8345
sample02119,106227.0,b_cell,7200.0,6.7779
sample02119,106227.0,cd4_t_cell,41447.0,39.0174
sample02119,106227.0,cd8_t_cell,18855.0,17.7497
sample02119,106227.0,monocyte,24578.0,23.1372
sample02119,106227.0,nk_cell,14147.0,13.3177
sample02120,94944.0,b_cell,8073.0,8.5029
sample02120,94944.0,cd4_t_cell,31249.0,32.9131
sample02120,94944.0,cd8_t_cell,26596.0,28.0123
sample02120,94944.0,monocyte,15711.0,16.5476
sample02120,94944.0,nk_cell,13315.0,14.0241
sample02121,101229.0,b_cell,18117.0,17.897
sample02121,101229.0,cd4_t_cell,28218.0,27.8754
sample02121,101229.0,cd8_t_cell,26552.0,26.2296
sample02121,101229.0,monocyte,17187.0,16.9783
sample02121,101229.0,nk_cell,11155.0,11.0196
sample02122,97178.0,b_cell,8249.0,8.4885
sample02122,97178.0,cd4_t_cell,29753.0,30.617
sample02122,97178.0,cd8_t_cell,28240.0,29.0601
sample02122,97178.0,monocyte,14741.0,15.1691
sample02122,97178.0,nk_cell,16195.0,16.6653
sample02123,91620.0,b_cell,10806.0,11.7944
sample02123,91620.0,cd4_t_cell,24090.0,26.2934
sample02123,91620.0,cd8_t_cell,19509.0,21.2934
sample02123,91620.0,monocyte,19041.0,20.7826
sample02123,91620.0,nk_cell,18174.0,19.8363
sample02124,102091.0,b_cell,10866.0,10.6434
sample02124,102091.0,cd4_t_cell,34795.0,34.0823
sample02124,102091.0,cd8_t_cell,27049.0,26.495
sample02124,102091.0,monocyte,18095.0,17.7244
sample02124,102091.0,nk_cell,11286.0,11.0548
sample02125,96799.0,b_cell,10569.0,10.9185
sample02125,96799.0,cd4_t_cell,26436.0,27.3102
sample02125,96799.0,cd8_t_cell,24578.0,25.3908
sample02125,96799.0,monocyte,17200.0,17.7688
sample02125,96799.0,nk_cell,18016.0,18.6118
sample02126,106835.0,b_cell,10182.0,9.5306
sample02126,106835.0,cd4_t_cell,29440.0,27.5565
sample02126,106835.0,cd8_t_cell,31057.0,29.0701
sample02126,106835.0,monocyte,24168.0,22.6218
sample02126,106835.0,nk_cell,11988.0,11.221
sample02127,94891.0,b_cell,11386.0,11.999
sample02127,94891.0,cd4_t_cell,24964.0,26.3081
sample02127,94891.0,cd8_t_cell,36253.0,38.2049
sample02127,94891.0,monocyte,13484.0,14.21
sample02127,94891.0,nk_cell,8804.0,9.278
sample02128,108754.0,b_cell,10423.0,9.584
sample02128,108754.0,cd4_t_cell,34147.0,31.3984
sample02128,108754.0,cd8_t_cell,29131.0,26.7861
sample02128,108754.0,monocyte,22798.0,20.9629
sample02128,108754.0,nk_cell,12255.0,11.2686
sample02129,103510.0,b_cell,10934.0,10.5632
sample02129,103510.0,cd4_t_cell,34929.0,33.7446
sample02129,103510.0,cd8_t_cell,26307.0,25.4149
sample02129,103510.0,monocyte,10046.0,9.7053
sample02129,103510.0,nk_cell,21294.0,20.5719
sample02130,94030.0,b_cell,7630.0,8.1144
sample02130,94030.0,cd4_t_cell,28130.0,29.916
sample02130,94030.0,cd8_t_cell,30171.0,32.0866
sample02130,94030.0,monocyte,16895.0,17.9677
sample02130,94030.0,nk_cell,11204.0,11.9153
sample02131,90138.0,b_cell,3911.0,4.3389
sample02131,90138.0,cd4_t_cell,36789.0,40.8141
sample02131,90138.0,cd8_t_cell,24234.0,26.8854
sample02131,90138.0,monocyte,15327.0,17.0039
sample02131,90138.0,nk_cell,9877.0,10.9576
sample02132,96098.0,b_cell,14488.0,15.0763
sample02132,96098.0,cd4_t_cell,25623.0,26.6634
sample02132,96098.0,cd8_t_cell,18126.0,18.862
sample02132,96098.0,monocyte,26605.0,27.6853
sample02132,96098.0,nk_cell,11256.0,11.713
sample02133,105238.0,b_cell,5457.0,5.1854
sample02133,105238.0,cd4_t_cell,31574.0,30.0025
sample02133,105238.0,cd8_t_cell,28623.0,27.1984
sample02133,105238.0,monocyte,19110.0,18.1588
sample02133,105238.0,nk_cell,20474.0,19.4549
sample02134,105892.0,b_cell,9032.0,8.5294
sample02134,105892.0,cd4_t_cell,38125.0,36.0037
sample02134,105892.0,cd8_t_cell,28382.0,26.8028
sample02134,105892.0,monocyte,17288.0,16.3261
sample02134,105892.0,nk_cell,13065.0,12.338
sample02135,104775.0,b_cell,14884.0,14.2057
sample02135,104775.0,cd4_t_cell,39617.0,37.8115
sample02135,104775.0,cd8_t_cell,21158.0,20.1937
sample02135,104775.0,monocyte,20954.0,19.999
sample02135,104775.0,nk_cell,8162.0,7.79
sample02136,101304.0,b_cell,11278.0,11.1328
sample02136,101304.0,cd4_t_cell,26934.0,26.5873
sample02136,101304.0,cd8_t_cell,28942.0,28.5695
sample02136,101304.0,monocyte,17805.0,17.5758
sample02136,101304.0,nk_cell,16345.0,16.1346
sample02137,108651.0,b_cell,9647.0,8.8789
sample02137,108651.0,cd4_t_cell,31457.0,28.9523
sample02137,108651.0,cd8_t_cell,31023.0,28.5529
sample02137,108651.0,monocyte,25786.0,23.7329
sample02137,108651.0,nk_cell,10738.0,9.883
sample02138,104833.0,b_cell,10882.0,10.3803
sample02138,104833.0,cd4_t_cell,37870.0,36.1241
sample02138,104833.0,cd8_t_cell,21911.0,20.9009
sample02138,104833.0,monocyte,16143.0,15.3988
sample02138,104833.0,nk_cell,18027.0,17.1959
sample02139,105717.0,b_cell,6881.0,6.5089
sample02139,105717.0,cd4_t_cell,24219.0,22.9093
sample02139,105717.0,cd8_t_cell,39976.0,37.8142
sample02139,105717.0,monocyte,23368.0,22.1043
sample02139,105717.0,nk_cell,11273.0,10.6634
sample02140,92763.0,b_cell,2717.0,2.929
sample02140,92763.0,cd4_t_cell,28497.0,30.7202
sample02140,92763.0,cd8_t_cell,20130.0,21.7005
sample02140,92763.0,monocyte,20169.0,21.7425
sample02140,92763.0,nk_cell,21250.0,22.9078
sample02141,93455.0,b_cell,14236.0,15.233
sample02141,93455.0,cd4_t_cell,24498.0,26.2137
sample02141,93455.0,cd8_t_cell,22056.0,23.6007
sample02141,93455.0,monocyte,16932.0,18.1178
sample02141,93455.0,nk_cell,15733.0,16.8348
sample02142,91268.0,b_cell,5986.0,6.5587
sample02142,91268.0,cd4_t_cell,21856.0,23.9471
sample02142,91268.0,cd8_t_cell,23351.0,25.5851
sample02142,91268.0,monocyte,20767.0,22.7539
sample02142,91268.0,nk_cell,19308.0,21.1553
sample02143,109076.0,b_cell,5784.0,5.3027
sample02143,109076.0,cd4_t_cell,39864.0,36.547
sample02143,109076.0,cd8_t_cell,28058.0,25.7233
sample02143,109076.0,monocyte,21932.0,20.1071
sample02143,109076.0,nk_cell,13438.0,12.3199
sample02144,105692.0,b_cell,19167.0,18.1348
sample02144,105692.0,cd4_t_cell,33203.0,31.4149
sample02144,105692.0,cd8_t_cell,19758.0,18.6939
sample02144,105692.0,monocyte,17179.0,16.2538
sample02144,105692.0,nk_cell,16385.0,15.5026
sample02145,106254.0,b_cell,15315.0,14.4136
sample02145,106254.0,cd4_t_cell,28265.0,26.6014
sample02145,106254.0,cd8_t_cell,23492.0,22.1093
sample02145,106254.0,monocyte,22018.0,20.722
sample02145,106254.0,nk_cell,17164.0,16.1537
sample02146,96744.0,b_cell,10241.0,10.5857
sample02146,96744.0,cd4_t_cell,22576.0,23.3358
sample02146,96744.0,cd8_t_cell,25920.0,26.7924
sample02146,96744.0,monocyte,17056.0,17.63
sample02146,96744.0,nk_cell,20951.0,21.6561
sample02147,104439.0,b_cell,9411.0,9.011
sample02147,104439.0,cd4_t_cell,28292.0,27.0895
sample02147,104439.0,cd8_t_cell,32703.0,31.313
sample02147,104439.0,monocyte,25202.0,24.1308
sample02147,104439.0,nk_cell,8831.0,8.4557
sample02148,91053.0,b_cell,11966.0,13.1418
sample02148,91053.0,cd4_t_cell,20652.0,22.6813
sample02148,91053.0,cd8_t_cell,23176.0,25.4533
sample02148,91053.0,monocyte,19047.0,20.9186
sample02148,91053.0,nk_cell,16212.0,17.805
sample02149,96388.0,b_cell,9007.0,9.3445
sample02149,96388.0,cd4_t_cell,35118.0,36.434
sample02149,96388.0,cd8_t_cell,19909.0,20.6551
sample02149,96388.0,monocyte,13050.0,13.539
sample02149,96388.0,nk_cell,19304.0,20.0274
sample02150,101260.0,b_cell,10208.0,10.081
sample02150,101260.0,cd4_t_cell,31302.0,30.9125
sample02150,101260.0,cd8_t_cell,15839.0,15.6419
sample02150,101260.0,monocyte,27846.0,27.4995
sample02150,101260.0,nk_cell,16065.0,15.8651
sample02151,103677.0,b_cell,15426.0,14.8789
sample02151,103677.0,cd4_t_cell,31965.0,30.8313
sample02151,103677.0,cd8_t_cell,28198.0,27.1979
sample02151,103677.0,monocyte,18830.0,18.1622
sample02151,103677.0,nk_cell,9258.0,8.9297
sample02152,102183.0,b_cell,10211.0,9.9929
sample02152,102183.0,cd4_t_cell,25566.0,25.0198
sample02152,102183.0,cd8_t_cell,31085.0,30.4209
sample02152,102183.0,monocyte,21532.0,21.072
sample02152,102183.0,nk_cell,13789.0,13.4944
sample02153,92214.0,b_cell,6989.0,7.5791
sample02153,92214.0,cd4_t_cell,30084.0,32.6241
sample02153,92214.0,cd8_t_cell,19862.0,21.539
sample02153,92214.0,monocyte,24719.0,26.8061
sample02153,92214.0,nk_cell,10560.0,11.4516
sample02154,95419.0,b_cell,8999.0,9.431
sample02154,95419.0,cd4_t_cell,29560.0,30.9792
sample02154,95419.0,cd8_t_cell,19848.0,20.8009
sample02154,95419.0,monocyte,17505.0,18.3454
sample02154,95419.0,nk_cell,19507.0,20.4435
sample02155,92824.0,b_cell,7637.0,8.2274
sample02155,92824.0,cd4_t_cell,28019.0,30.1851
